,question1,question2,is_duplicate
6180,좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,0
6181,좋아하는데 자꾸 짜증나기도 해.,좋아하는데 자꾸 시비걸게 돼요.,0
6182,좋아하는데 전혀 티 안내는게 가능할까요?,좋아하는데 전혀 티 안내는게 가능할까요?,0
6183,좋아하는데 티조차 못내는게 마음 아파요.,좋아하는데 티조차 못내는게 마음 아파요.,0
6184,좋아하는데도 헤어지자네요.,좋아하는데도 헤어지자네요.,0
6185,좋아하는지 확신이 안들어,좋아하는지 확신이 안들어,0
6186,좋아하다 더 좋아지는 게 사랑인가?,좋아하다 더 좋아지는 게 사랑인가?,0
6187,좋아하던 사람 미워질 것 같아.,좋아하던 사람 미워질 것 같아.,0
6188,좋아하던 사람에 대한 감정으로 내가 너무 힘들어.,좋아하던 사람에 대한 감정으로 내가 너무 힘들어.,0
6189,좋아하던 사람하고 멀리 떨어져 있으면 더 보고 싶어져?,좋아하던 사람하고 멀리 떨어져 있으면 더 보고 싶어져?,0
6190,좋아하던 여자애가 남친 생겼다는대 아무렇지도 않아.,좋아하던 남자애가 여친 생겼는데 막상 아무런 느낌 안 들어.,0
6191,좋아하면 꿈에 나오는건가?,좋아하면 꿈에 나오는건가?,0
6192,좋아하면 먼저 연락해야 해?,좋아하면 먼저 연락해야 해?,0
6193,좋아하면 어떤 느낌일까.,좋아하는거 어떤 느낌이야?,0
6194,좋아하면 이용당해도 되는거야?,좋아하면 이용당해도 되는거야?,0
6195,좋아하면서 너무 싫어.,좋아하면서도 너무 싫은 감정 뭘까요.,0
6196,좋아하지 않는데 계속 연락하고 만나는거 가능한가.,좋아하지 않는데 계속 연락하고 만나는거 가능한가.,0
6197,좋아해,좋아해,0
6198,좋아했던 사람 영원히 잊을 수 없을까?,좋아했던 기억 영원히 없앨 수는 없을까.,0
6199,좋아했던 사람도 금방 잊을 수 있을까.,좋아했던 사람도 금방 잊을 수 있을까.,0
6200,좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.,좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.,0
6201,좋아했지만 고백은 못하겠어.,좋아했지만 말 못하겠어.,0
6202,좋아했지만 끝내 고백은 못할 듯.,좋아했지만 끝내 고백은 못할 듯.,0
6203,좋았던 추억까지 잿빛으로 변하고 있네.,좋은이별은 어떤건가,1
6204,좋은 곳 오면 생각나는 사람,좋은 곳 오면 생각나는 사람,0
6205,좋은 관계 어떻게 유지하지,좋은 관계란 뭘까,0
6206,좋은 관계를 맺는 방법,좋은 관계를 맺는 방법,0
6207,좋은 대학 나온 사람 부러워,좋은 대학 나온 거 부러워,0
6208,좋은 사람 같아서 놓치고 싶지 않아.,좋은 사람 같아서 놓치고 싶지 않아.,0
6209,좋은 사람 있으면 소개시켜줘,좋은 사람 있으면 소개시켜줘,0
6210,좋은 사람들은 다 어디 갔을까,사회에서도 좋은 사람 만날 수 있어?,0
6211,좋은 사람으로 남는다는것,주말은더 힘들어,1
6212,좋은 아침,굿모닝,0
6213,좋은 첫인상 남게 하려면?,좋은 첫인상 남게 하려면?,0
6214,좋은 하루였어,주말이 참 힘들겠어,1
6215,좋은남자 만나서 행복하게 살아라.,견디세 그저 견디는 수밖에 없어 ㅠ,1
6216,죄송해 너무답답해서 여기에올려봐,주저리 주저리하게 돼,1
6217,주름도 멋진 사람,주름도 멋져,0
6218,주름살 생겼어,나이먹으니까 주름살 생겨,0
6219,주름살이 조금씩 생긴다.,나 주름살 있나?,0
6220,주말에 놀꺼 추천,주말에 뭐 하고 놀까?,0
6221,주말에도 헬스하러 많이 오네.,주말인데 헬스장에 사람이 많네,0
6222,주말이 제일 힘드네,주저리주저리 푸념글,1
6223,주말이 행복해,주말이 행복해,0
6224,주말이네,주체가 안된다,1
6225,주말인데 연락이 안 와.,주말인데 연락이 안 와.,0
6226,주말인데 연락해볼까?,주말인데 연락해볼까?,0
6227,주변 이성이 많은 여자친구 어떡해?,주변 이성이 많은 여자친구 어떡해?,0
6228,주변사람들에게 너무 미안합니다.,죽겠다 진짜,1
6229,주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?,주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?,0
6230,주변에서 제가 그녀를 좋아하는 거라는데 받아들여지지 않습니다.,주변에서 제가 그녀를 좋아하는 거라는데 받아들여지지 않습니다.,0
6231,주식으로 돈 많이 벌었어,주식 대박 남!,0
6232,주식이 떨어졌어,주식 망했어,0
6233,주저리주저리,죽고싶네,1
6234,주제 넘은 짓 한거 같아,내가 주제를 몰랐나봐,0
6235,주차장에 자리가 없어,주차할데 없어서 짜증나,0
6236,주차장이 꽉 찼어,죽는게 더 편할려나,1
6237,주차하다 긁었네 내돈,주차하다 긁었어,0
6238,주체할수 없는 눈물이 흐르네.,죽을 것 같아,1
6239,주택 청약 가입,주택 청약 시작!,0
6240,주행 연습 끝났어,면허 따는 중,1
6241,죽고 못 사는 관계,죽고 못 사는 관계,0
6242,죽고 싶다,그만 살고싶어,0
6243,죽고 싶은 심정에 상담을 청합니다.,죽을거같죠?사람은 간사하네,1
6244,죽구싶네요,죽을만큼 보고싶다.,1
6245,죽어가는.,준비중,1
6246,죽어도 아무도 모르겠지,내가 죽어도 모를 거 같아,0
6247,죽었던 연애세포가 살아나는 것 같아.,죽었던 연애세포가 살아나는 것 같아.,0
6248,죽을 때까지 함께하고 싶은 사람이 생겼어,죽을 때까지 함께하고 싶다,0
6249,죽을거 같네,중2 히스테리 알아?,1
6250,죽을것같아,증오,1
6251,죽음을 뛰어넘는 사람,죽음을 뛰어넘는 사람,0
6252,죽진 못하겠구 겁이나고,지겹다,1
6253,준비 안됐는데 썸남 지금 집 앞에 있대.,준비 안됐는데 썸남 지금 집 앞에 있대.,0
6254,준비할 시간을안주네,지금 무작정 보러가는중입니다,1
6255,줄 길거 같아,사람 많아서 기다려야할지도,0
6256,중2 히스테리 알아?,눈썹 문신 어때?,1
6257,중2병 이라더니 진짜 속썩일 줄이야,중2 아들 때매 고민이야,0
6258,중2병인거 같아,중2병,0
6259,중고로 사길 잘 한거 같아,중고로 잘 산 거 같애,0
6260,중고로 샀어,중고 거래 했어,0
6261,중국 출장 가야할 수도 있어,중국 발령 날 수도 있어,0
6262,중국어 배울려면 학원 다녀야 할까,중국어 학원 다녀야 하나,0
6263,중국어 있는게 좋겠지?,중문 있는게 낫겠지?,0
6264,중국어 혼자 공부 가능한가?,지금 생각하고 있는건 망상 일뿐입니다,1
6265,중국으로 진출해볼까?,나도 중국 진출해볼까?,0
6266,중소기업이라도 취직할까?,중소기업인데 그냥 취직할까?,0
6267,즉흥적인 여자친구가 고민임.,즉흥적인 여자친구가 고민임.,0
6268,지가 피해자래,어디서 피해자 코스프레임?,0
6269,지갑 바꿀까,지갑 바꿀까,0
6270,지갑 안 가져왔다,지갑 까먹었다.,0
6271,지갑 없어졌어,지갑 잃어버림,0
6272,지겹네,지금 이 순간. 너무 힘들어,1
6273,지금 가장 힘든 거는,지금도 전하지 못하는 한 마디,1
6274,지금 나오라고 하면 나올까?,지금 나오라고 하는거 예의 없음?,0
6275,지금 나한테 장난친거,나 갖고 장난친건가,0
6276,지금 남친을 별로 안좋아하는 것 같은데.,지금 남친을 별로 안좋아하는 것 같은데.,0
6277,지금 내가 해야 할 것,뭐하면 시간이 잘 갈까,0
6278,지금 노력한다고 될까,노력해도 안되는 거 같애,0
6279,지금 비오는데 제일 생각나는 사람,지금이 겨울이라 참 다행이이네,1
6280,지금 사귀고 있는 사람이랑 결혼하고 싶어,지금 사귀고 있는 사람이랑 결혼하고 싶어,0
6281,지금 상황을 정리하고 유학을 가자는 상대,지금 상황을 정리하고 유학을 가자는 상대,0
6282,지금 여친을 별로 안좋아하는 것 같아.,지금 여친을 별로 안좋아하는 것 같아.,0
6283,지금 연락 왔어,지나가는 말이 가슴을 후벼파,1
6284,지금 연락해도 돼?,지금 연락해도 돼?,0
6285,지금 이 순간이 깨지지 않았으면 좋겠어,지금 이 순간이 깨지지 않았으면 좋겠어,0
6286,지금 이감정,지나고나면 .,1
6287,지금 자면 밤에 못 자는데 졸려,지금 자면 밤에 못 자겠지?,0
6288,지금 좋아하는 사람 있어?,좋아하는 사람 있어?,0
6289,지금 행복해,욜로!,0
6290,지금의 나에겐 없는 너의 일상,지난 주말부터 또 후유증이,1
6291,지금이라도 중국어 공부할까?,중국어 공부할까?,0
6292,지긋지긋한 연휴.,지독하고 질긴 인연을 끝내려고 해,1
6293,지나가는 말로 이쁘다한 것을 다 기억해 두는게 좋은가요?,지나가는 말로 이쁘다한 것을 다 기억해 두는게 좋은가요?,0
6294,지나간다.,지옥같은 5월이 다가 오네ㅜㅜ,1
6295,지난 갑작스러운 이별통보,지워지지 않습니다.,1
6296,지난 나라사랑 신문을 다시 보고 싶습니다.,국민은행 나라사랑후불교통카드 20%할인,1
6297,지난주 이별했네,지쳐서 헤어진 남자랑은 재회가능성,1
6298,지는 거 좋은 사람은 없겠지,지는 거 싫어,0
6299,지는 게 진짜 싫어,지기 너무 싫어,0
6300,지루함에 지쳤다네.,지친다,1
6301,지옥같은 주말.,직장과 이별,1
6302,지진 걱정돼,지진나면 어떡하지?,0
6303,지진 안나겠지,지진나면 어떡해?,0
6304,지쳐서 헤어지자고 한 남자도 후폭풍올까?,진정 헤어진 여친 맘은 못 돌리는 건가?,1
6305,지치네,진짜 끝이었다는걸아는데도,1
6306,지하철만 타면 생각나,진짜 미치겠다,1
6307,지하철에 발 디딜 틈도 없다.,지하철에 사람이 너무 많아,0
6308,지하철에 자리가 없어,오늘 유난히 지하철에 자리가 없어,0
6309,지하철에서 겁나 멋진 사람 발견! 말 시켜 볼까,지하철에서 괜찮은 사람 봤는데 말 시켜 볼까,0
6310,직구로 사면 싸겠지,직구로 사야지,0
6311,직장에서 따돌림 당함,직장에서 왕따 당하고 있어,0
6312,직장에서 상사가 괴롭혀.,상사가 갈궈.,0
6313,직장에서 좋아하는 여자가 있으면 고백하면 안되나?,직장에서 좋아하는 여자가 있으면 고백하면 안되나?,0
6314,직장에서 화풀이 대상 같은데 그만둬야 할까?,직장에서 자꾸 혼나는데 그만둬야할까?,0
6315,직장이 괴롭다,직장에서 너무 괴롭혀,0
6316,직장이 맘에 든적이 없는 거 같애,직장운 없는 거 같애,0
6317,직장인도 방학 필요해,방학이 있었으면.,0
6318,진급 누락됐어,나만 진급 못했어,0
6319,진급에서 나만 누락됐어,진급에서 나만 빠졌어,0
6320,진급할 때가 된 거 같은데,왜 진급이 안 되지,0
6321,진급해야 할텐데,진급하고 싶어,0
6322,진담을 농담처럼 하는 사람,농담처럼 진담하는 사람,0
6323,진실된 사랑이 있을까?,진실된 사랑이 있을까?,0
6324,진실을 알면서도 왜 확인하려는걸까?,진짜 시간이 약인지,1
6325,진심으로 사랑하는 여자와,진심으로 사랑하는 여자와,0
6326,진심으로 좋아하는 애가 생겼으면.,진심으로 좋아하는 애가 생겼으면.,0
6327,진심이 뭘까?,진심이 뭘까?,0
6328,진심일까,진심일까,0
6329,진정 사랑에 대해 배워가는중입니다,진정 사랑에 대해 배워가는중입니다,0
6330,진짜 끝,진짜 어이없고 화 나내,1
6331,진짜 나를 좋아하는 남자랑 사귈 걸.,진짜 나를 좋아하는 남자랑 사귈 걸.,0
6332,진짜 마지막까지 믿었습니다.,진짜 이별,1
6333,진짜 무력하다,내가 무능력하게 느껴져,0
6334,진짜 사랑해서 아픈 느낌.,진짜 이해가 안가 근데 잊을려고,1
6335,진짜 어의 없네.ㅠㅠ,진짜 잊혀질까?,1
6336,진짜 완전체가 있어,회사에 완전체가 있어,0
6337,진짜 이건 뭐.,진짜 정신병 걸릴꺼 같은데,1
6338,진짜 이제 안녕,진짜 끝이 보이네,1
6339,진짜 이제 한계야,여기까지가 한계야,0
6340,진짜 인간적으로 카톡으로 이별통보,진짜 헤어졌네 결국,1
6341,진짜 잠 좀 자고 싶네,질긴 인연 드디어 끝인 것 같네,1
6342,진짜 좋아하는 애가 생겼으면 좋겠어.,진짜 좋아하는 애가 생겼으면 좋겠어.,0
6343,진짜 좋아하면 장거리 연애 가능?,진짜 좋아하면 장거리 연애 가능?,0
6344,진짜 피곤한 날,오늘 너무 피곤해,0
6345,진짜 하루하루 너무 마음 찢어지고 숨 못쉬겠어,질질 끄는연애 드디어끝이네.,1
6346,진짜미칠꺼같네,집에서 웃고 떠들고 있지만,1
6347,질긴 사랑과 아픔의 정도,집착같아,1
6348,질린다네.,집착인걸까.,1
6349,질투가 너무 심한데 질투를 어떻게 줄일까.,질투가 너무 심한데 질투를 어떻게 줄일까.,0
6350,짐 싸야돼 귀찮아,이삿짐 싸야지,0
6351,집 가는 중,집에 간다,0
6352,집 나가서 혼자 살고 싶다.,혼자 살고 싶다,0
6353,집 다와서 사귀던 남자애 만났어,집앞에서 전남친 만남,0
6354,집 망한 거 같은데,우리집 망한 거 같은데 나 어떡하지?,0
6355,집 샀어,새 집 샀어,0
6356,집 예쁘게 꾸미고 싶어.,인테리어 다시 하고싶어.,0
6357,집 팔거야,집 팔려고,0
6358,집까지 데려다줬는데 호감? 그냥 매너?,집까지 데려다줬는데 호감? 그냥 매너?,0
6359,집나가도 갈 데가 없어,가출해도 갈 데가 없어,0
6360,집나갈까,가출할까?,0
6361,집들이 선물 뭐가 좋아,집들이 선물 뭐 사갈까,0
6362,집들이 어떻게 해,집들이 하기 싫어,0
6363,집들이 하라네,집들이 해야겠지?,0
6364,집들이고 뭐고 다 귀찮다,집들이 귀찮아,0
6365,집들이는 보통 누구를 초대하나?,집들이 누구 초대해?,0
6366,집안일 너무 많다.,집안일 해도해도 끝이 없어,0
6367,집안일을 못하겠어,집안일 어려워,0
6368,집안일이 너무 많아,집안일 쌓여 있다,0
6369,집안일이 안 끝나,집안일 해도 해도 안 끝나,0
6370,집앞에서 첫사랑 만남,집앞에서 첫사랑 만남,0
6371,집에 가기 싫어,집에 가기 싫어,0
6372,집에 감기약 없어,감기약이 없어,0
6373,집에 들어가기가 무서워,짜증나네 .,1
6374,집에 먼지가 너무 많아,청소를 안 했더니 먼지 쌓였어,0
6375,집에 빨랑 가고 싶다,집에 일찍 가고 싶다,0
6376,집에 여자친구 소개시켰어,집에 여자친구 소개시켰어,0
6377,집에 친구 오라고 하려고,집에 친구 초대하려고,0
6378,집에서 먼곳으로 데이트를 자주 가야하는데 꼭 차를 사야할까?,집에서 먼곳으로 데이트를 자주 가야하는데 꼭 차를 사야할까?,0
6379,집을 왜 물어보지,집이 어디냐고 왜 물어보지,0
6380,집이 더러워,집이 너무 지저분해,0
6381,집이 먼데 사귀어도 될까?,집이 먼데 사귀어도 될까?,0
6382,집중이 왜 이렇게 안 돼지,집중이 안돼,0
6383,집착? 미련? 사랑?,짝남 잊으려구,1
6384,집착같은데 걔는 뭐라고 생각할까,집착인가,0
6385,집착은 절대하지 말아야지,집착하지 말아야지,0
6386,집착을 줄이고싶어.,집착을 줄이고싶어.,0
6387,집착인 것 같기는 해,집착인가봐,0
6388,집착하는 것 처럼 보이면 어떡해?,집착하는 것 처럼 보이면 어떡해?,0
6389,짜여진 시간표대로 움직이고 있어,시간표대로 움직여,0
6390,짜장면 시켰어,블랙데이인데 짜장면 같이 먹을 사람이 없어,0
6391,짜증 수준이 되어버렸습니다,짧은 시간이었다.,1
6392,짜증나,보기만해도 짜증이 나지,0
6393,짜증나게 해서 일단 나왔어,짜증나서 집 나왔어,0
6394,짜증난다!!,짧은 연애였지만 후유증이 기네,1
6395,짜증만땅,짜증난다,0
6396,짝남 고민 들어줄래요?,짝남 고민 들어줄래요?,0
6397,짝남 관련 악몽을 꿔.,짝남 관련 악몽을 꿔.,0
6398,짝남 나한테 마음 있는지 궁금해.,짝남 나한테 마음 있는지 궁금해.,0
6399,짝남 내일 모레 출국이래.,짝남 내일 모레 출국이래.,0
6400,짝남 내일 출국인데.,짝남 내일 출국인데.,0
6401,짝남 때문에 너무 우울하고 혼란스러워.,짝남 때문에 너무 우울하고 혼란스러워.,0
6402,짝남 때문에 마음이 아픈데 어떻게 해야할지 모르겠어.,짝남 때문에 마음이 아픈데 어떻게 해야할지 모르겠어.,0
6403,짝남 보내주는 편지야.,짝남 때문에 우울해.,1
6404,짝남 보란듯이 성공하고 싶어요.,짝남 마주치지 않으려고 노력할거야.,1
6405,짝남 보란듯이 잊어주겠어.,짝남 못 잊겠어.,1
6406,짝남 생각에 잠을 못 자.,짝남 보고싶다.,1
6407,짝남 생각할수록 정리 되는 듯.,짝남 생각할수록 정리 되는 듯.,0
6408,짝남 섞인 술자리 갈 예정.,짝남 섞인 술자리 갈 예정.,0
6409,짝남 알바 그만둬서 이제 못만나는데 단톡방 친구추가 해서 갠톡하면 별로인가?,짝남 알바 그만둬서 이제 못만나는데 단톡방 친구추가 해서 갠톡하면 별로인가?,0
6410,짝남 어떻게 해보지도 못하고 그냥 연락 끊긴지 오래됐는데 연락하는 거 오바야?,짝남 어떻게 해보지도 못하고 그냥 연락 끊긴지 오래됐는데 연락하는 거 오바야?,0
6411,짝남 여친 생겼네.,짝남 여친 생겼네.,0
6412,짝남 여친 있는지 없는지 어떻게 알아내?,짝남 여친 있는지 없는지 어떻게 알아내?,0
6413,짝남 일년 째 멀리서 지켜보기만 하는 중.,짝남 일년 째 멀리서 지켜보기만 하는 중.,0
6414,짝남 있는데 소개 들어오면 받나요?,짝남 있는데 소개 들어오면 받나요?,0
6415,짝남 잊으려고 나 혼자 나쁘게 생각하는 내 자신이 증오스러워.,짝남 잊으려고 나 혼자 나쁘게 생각하는 내 자신이 증오스러워.,0
6416,짝남 잊으려고 하는데 인스타에서 자꾸 보여요.,짝남 잊으려고 하는데 인스타에서 자꾸 보여요.,0
6417,짝남 전여친 못잊는거 보는게 너무 맘이 아파.,짝남 전여친 못잊는거 보는게 너무 맘이 아파.,0
6418,짝남 정리 잘하고 있었는데 자꾸 꿈에 나와.,짝남 정리 잘하고 있었는데 자꾸 꿈에 나와.,0
6419,짝남 줄건데 센스있는 선물 추천해주세요.,짝남 줄건데 센스있는 선물 추천해주세요.,0
6420,짝남 표정 안좋아서 괜히 신경 쓰여.,짝남 표정 안좋아서 괜히 신경 쓰여.,0
6421,짝남 프사 자음이 궁금해요.,짝남 프사 자음이 궁금해요.,0
6422,짝남 프사랑 비슷한거 하고 싶은데 해도 될까?,짝남 프사랑 비슷한거 하고 싶은데 해도 될까?,0
6423,짝남과 자연스럽게 친해질 수 있는 방법 있을까?,짝남과 자연스럽게 친해질 수 있는 방법 있을까?,0
6424,짝남네 집에서 친구들이랑 집들이 가는데 뭐 사갈까?,짝남네 집에서 친구들이랑 집들이 가는데 뭐 사갈까?,0
6425,짝남보다 더 나은 사람은 없을거야.,짝남보다 더 나은 사람은 없을거야.,0
6426,짝남에게 같이 옷보러가자고 해도 될까?,짝남에게 같이 옷보러가자고 해도 될까?,0
6427,짝남에게 밤에 자주 산책하자고 해도될까?,짝남에게 밤에 자주 산책하자고 해도될까?,0
6428,짝남에게 빼빼로 줘도 될까,짝사랑한테 빼빼로 줘도 될까,0
6429,짝남은 나를 싫어하나봐 기분 탓인지.,짝남은 나를 싫어하나봐 기분 탓인지.,0
6430,짝남은 나한테 관심이 없는 것 같애.,짝남은 나한테 관심이 없는 것 같애.,0
6431,짝남은 짝남일 뿐인가.,짝남은 짝남일 뿐인가.,0
6432,짝남을 반에서 공개적으로 좋아하는게 나을까요?,짝남을 반에서 공개적으로 좋아하는게 나을까요?,0
6433,짝남의 여사친들 보기 질투나.,짝남의 여사친들 보기 질투나.,0
6434,짝남의 전 여친 등장.,짝남의 전 여친 등장.,0
6435,짝남이 갑자기 못나 보여.,짝남이 갑자기 못나 보여.,0
6436,짝남이 고시생이면 기다려야 하나요?,짝남이 고시생이면 기다려야 하나요?,0
6437,짝남이 곧 군대를 가요.,짝남이 곧 군대를 가요.,0
6438,짝남이 공무원준비를 한다는데 고백하면 방해가 될까?,짝남이 공무원준비를 한다는데 고백하면 방해가 될까?,0
6439,짝남이 공시생이면 어떻게 하죠?,짝남이 공시생이면 어떻게 하죠?,0
6440,짝남이 나를 떠보는 걸까?,짝남이 나를 떠보는 걸까?,0
6441,짝남이 나를 좋아하는 애의 친구인데 어떡해?,짝남이 나를 좋아하는 애의 친구인데 어떡해?,0
6442,짝남이 나한테 관심 없어보여도 계속 연락하고 들이대?,짝남이 나한테 관심 없어보여도 계속 연락하고 들이대?,0
6443,짝남이 나한테 먼저 연락왔으면 좋겠어.,짝남이 나한테 먼저 연락왔으면 좋겠어.,0
6444,짝남이 나한테 여지준 것 같아.,짝남이 나한테 여지준 것 같아.,0
6445,짝남이 날 너무 편하게 생각해.,짝남이 날 너무 편하게 생각해.,0
6446,짝남이 날 신경쓰는 것 같은 건 내 착각일까.,짝남이 날 신경쓰는 것 같은 건 내 착각일까.,0
6447,짝남이 날 좋아하게 할 방법이 있을까?,짝남이 날 좋아하게 할 방법이 있을까?,0
6448,짝남이 남친이 되었어요.,짝남이 남친이 되었어요.,0
6449,짝남이 내 친구 좋아하는 현실 어떻게 받아들여요?,짝남이 내 친구 좋아하는 현실 어떻게 받아들여요?,0
6450,짝남이 내 친구를 좋아하는 것 같아.,짝남이 내 친구를 좋아하는 것 같아.,0
6451,짝남이 내가 좋아하는 거 알아버림.,짝남이 내가 좋아하는 거 알아버림.,0
6452,짝남이 내가 좋아하는걸 1도 몰라.,짝남이 내가 좋아하는걸 1도 몰라.,0
6453,짝남이 너무 인기가 많아서 뺏길거같아 두려워,짝남이 너무 인기가 많아서 뺏길거같아 두려워,0
6454,짝남이 너무 좋은데 패션센스가 별로야.,짝남이 너무 좋은데 패션센스가 별로야.,0
6455,짝남이 넘 귀여워.,짝남이 넘 귀여워.,0
6456,짝남이 다른 애 좋아하는 것 같아.,짝남이 다른 애 좋아하는 것 같아.,0
6457,짝남이 다른 여자를 좋아하는 걸 보니 자존감이 떨어져.,짝남이 다른 여자를 좋아하는 걸 보니 자존감이 떨어져.,0
6458,짝남이 독서가 취미라는데 무슨 책을 선물해줄까?,짝남이 독서가 취미라는데 무슨 책을 선물해줄까?,0
6459,짝남이 몇일째 카톡 안읽씹하면 노답이죠?,짝남이 몇일째 카톡 안읽씹하면 노답이죠?,0
6460,짝남이 삐딱하게 굴면 어떻게 하죠?,짝남이 삐딱하게 굴면 어떻게 하죠?,0
6461,짝남이 사귀던 사람이랑 헤어졌는데 내가 고백해도 될까?,짝남이 사귀던 사람이랑 헤어졌는데 내가 고백해도 될까?,0
6462,짝남이 생겼는데 뭐부터 해야할까.,짝남이 생겼는데 뭐부터 해야할까.,0
6463,짝남이 여친이 있었어요.,짝남이 여친이 있었어요.,0
6464,짝남이 연락이 안 되는데 자고 있는 걸까?,짝남이 연락이 안 되는데 자고 있는 걸까?,0
6465,짝남이 외국인인데 계속 친한 척하면 부담스러워 할까?,짝남이 외국인인데 계속 친한 척하면 부담스러워 할까?,0
6466,짝남이 외국인인데 친해질 수 있는 방법은 뭘까.,짝남이 외국인인데 친해질 수 있는 방법은 뭘까.,0
6467,짝남이 운동선수인데 연락하면 귀찮아할까?,짝남이 운동선수인데 연락하면 귀찮아할까?,0
6468,짝남이 운동하다 다쳤는데 어떡하지?,짝남이 운동하다 다쳤는데 어떡하지?,0
6469,짝남이 있는데 나는 사정이 안돼. 연애를 안하는게 맞는걸까?,짝남이 있는데 나는 사정이 안돼. 연애를 안하는게 맞는걸까?,0
6470,짝남이 자꾸 꿈에 나오는데 꿈에서도 용기 없어서 피하고 그래.,짝남이 자꾸 꿈에 나오는데 꿈에서도 용기 없어서 피하고 그래.,0
6471,짝남이 자취한다는데 필요한 거 사다주면 좋아할까?,짝남이 자취한다는데 필요한 거 사다주면 좋아할까?,0
6472,짝남이 잘생긴건 아닌데 착해.,짝남이 잘생긴건 아닌데 착해.,0
6473,짝남이 정말 친절한데 모두에게 그럴까?,짝남이 정말 친절한데 모두에게 그럴까?,0
6474,짝남이 제 톡 안 읽고 프사 바꿨어요.,짝남이 제 톡 안 읽고 프사 바꿨어요.,0
6475,짝남이 졸업하는데 뭘 주면 인상깊을까?,짝남이 졸업하는데 뭘 주면 인상깊을까?,0
6476,짝남이 좋다고 했던 노래 이 새벽에 참 어울리는 노래야.,짝남이 좋아햇던 노래 이 새벽에 참 어울리는 노래야.,0
6477,짝남이랑 끝났는데 그래도 매일 볼 수 있어서 좋아.,짝남이 좋아하는 사람이 있대요.,1
6478,짝남이랑 동생 이름이 똑같아.,짝남이 좋아하는애 있거나 여친 있으면 포기하는 이유가 뭐야?,1
6479,짝남이랑 만나기로 했는데 뭐 할지 추천 좀.,짝남이 학교에서 평이 안 좋아.,1
6480,짝남이랑 사귀기로 했어,짝남이 헤어진지 별로 안됐는데 다가가도 될까?,1
6481,짝남이랑 술 마셨는데 기분만 더 더러워졌어.,짝남이든 썸남이든 뭐든 있었음 좋겠다.,1
6482,짝남이랑 썸 탈 것 같애.,짝남이랑 같이 도서관 가고 싶어. 방법 좀.,1
6483,짝남이랑 아직 덜 친해서 오늘 아무말 대잔치함.,짝남이랑 계속 카톡하고 싶은데.,1
6484,짝남이랑 약속 파토 남.,짝남이랑 괜히 술 마셨어.,1
6485,짝남이랑 잘됐으면 좋겠다.,짝남이랑 잘됐으면 좋겠다.,0
6486,짝남이랑 저녁에 보기로 했는데 연락이 없다.,짝남이랑 저녁에 보기로 했는데 연락이 없다.,0
6487,짝남이랑 저도 모르게 사이가 어색해졌어요.,짝남이랑 저도 모르게 사이가 어색해졌어요.,0
6488,짝남이랑 조금이라도 닮은 사람 있음 눈길 간다.,짝남이랑 조금이라도 닮은 사람 있음 눈길 간다.,0
6489,짝남이랑 카톡이 끊겼는데 어떻게 더 연락할까?,짝남이랑 카톡이 끊겼는데 어떻게 더 연락할까?,0
6490,짝남이랑 카톡한거 다시 쭉 읽어 봤는데 거의 나만 질문함.,짝남이랑 카톡한거 다시 쭉 읽어 봤는데 거의 나만 질문함.,0
6491,짝남이랑 페북친구인데 짝남이 좋다했던거 태그해도 되나?,짝남이랑 페북친구인데 짝남이 좋다했던거 태그해도 되나?,0
6492,짝남있던 단톡방에 술 마시고 실수했어.,짝남있던 단톡방에 술 마시고 실수했어.,0
6493,짝남한테 감정 소모 안하고 싶다.,짝남한테 감정 소모 안하고 싶다.,0
6494,짝남한테 같이 공부하러 가자고 해볼까?,짝남한테 같이 공부하러 가자고 해볼까?,0
6495,짝남한테 같이 스터디하자고 해도 될까요?,짝남한테 같이 스터디하자고 해도 될까요?,0
6496,짝남한테 게임 초대 톡 왔음.,짝남한테 게임 초대 톡 왔음.,0
6497,짝남한테 고백한다? 안한다?,짝남한테 고백한다? 안한다?,0
6498,짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.,짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.,0
6499,짝남한테 고백했는데 잘 됐으면 좋겠다.,짝남한테 고백했는데 잘 됐으면 좋겠다.,0
6500,짝남한테 괜히 만나자고 했나봐.,짝남한테 괜히 만나자고 했나봐.,0
6501,짝남한테 내일 영화보자고 말해도 될까?,짝남한테 내일 영화보자고 말해도 될까?,0
6502,짝남한테 늦은 생일 선물 주러 가는데 떨려.,짝남한테 늦은 생일 선물 주러 가는데 떨려.,0
6503,짝남한테 라인 왔는데 답장 뭐라고 해야할지 모르겠어.,짝남한테 라인 왔는데 답장 뭐라고 해야할지 모르겠어.,0
6504,짝남한테 문자 왔어.,짝남한테 문자 왔어.,0
6505,짝남한테 밤늦게 나오라고 했더리 진짜 나왔줬는데 저한테 호감이 있는 걸까요?,짝남한테 밤늦게 나오라고 했더리 진짜 나왔줬는데 저한테 호감이 있는 걸까요?,0
